scaffoldId	begin	end	strand	locusId	name	sysName	sysName2	desc	ec	ecName
139	93185	93613	-	199277		SO_0080	SO0080	hypothetical 4-hydroxybenzoyl-CoA thioesterase (NCBI ptt file)	b0443	ybaW
139	93827	94156	+	199278		SO_0081	SO0081	conserved hypothetical protein (NCBI ptt file)		
139	94160	94516	+	199279		SO_0082	SO0082	transcriptional regulator, MerR family (NCBI ptt file)		
139	94704	95090	+	199280		SO_0083	SO0083	carboxymuconolactone decarboxylase family protein (NCBI ptt file)		
139	95148	95828	-	199281		SO_0084	SO0084	HAD-superfamily hydrolase, subfamily IA, variant 1 family protein (NCBI ptt file)		
139	96204	96626	+	199282		SO_0085	SO0085	hypothetical protein (NCBI ptt file)		
139	96994	97095	+	199283		SO_0086	SO0086	hypothetical protein (NCBI ptt file)		
139	97161	97721	+	199284		SO_0087	SO0087	hypothetical protein (NCBI ptt file)		
139	97916	98515	-	199285		SO_0088	SO0088	hypothetical protein (NCBI ptt file)		
139	98370	98540	+	199286		SO_0089	SO0089	hypothetical protein (NCBI ptt file)		
139	98787	99329	+	199287		SO_0090	SO0090	hypothetical protein (NCBI ptt file)		
139	99494	100090	-	199288		SO_0091	SO0091	hypothetical protein (NCBI ptt file)		
139	100249	100959	-	199289	deoD-1	SO_0092	SO0092	purine nucleoside phosphorylase (NCBI ptt file)		
139	100974	102194	-	199290		SO_0093	SO0093	NupC family protein (NCBI ptt file)		
139	102352	102489	+	199291		SO_0094	SO0094	hypothetical protein (NCBI ptt file)		
139	102534	103760	-	199292	hutI	SO_0095	SO0095	imidazolonepropionase (NCBI ptt file)		
139	103967	104674	+	199293	hutC	SO_0096	SO0096	histidine utilization repressor (NCBI ptt file)	b3684	yidP
139	104801	106471	+	199294	hutU	SO_0097	SO0097	urocanate hydratase (NCBI ptt file)		
139	106536	108077	+	199295	hutH	SO_0098	SO0098	histidine ammonia-lyase (NCBI ptt file)		
139	108703	111717	+	199298	fdnG	SO_0101	SO0101	selenium-containing formate dehydrogenase, nitrate inducible, alpha subunit (NCBI ptt file)	b1474	fdnG
139	111720	112634	+	199299	fdnH	SO_0102	SO0102	formate dehydrogenase, nitrate-inducible, iron-sulfur subunit (NCBI ptt file)	b1475	fdnH
139	112631	113272	+	199300	fdnI	SO_0103	SO0103	formate dehydrogenase, nitrate-inducible, cytochrome b556 subunit (NCBI ptt file)	b1476	fdnI
139	113272	114180	+	199301	fdhE	SO_0104	SO0104	fdhE protein (NCBI ptt file)	b3891	fdhE
139	114238	115659	+	199302	selA	SO_0105	SO0105	L-seryl-tRNA selenium transferase (NCBI ptt file)	b3591	selA
139	115656	117677	+	199303	selB	SO_0106	SO0106	selenocysteine-specific translation elongation factor (NCBI ptt file)	b3590	selB
139	117785	118621	+	199304	fdhD	SO_0107	SO0107	formate dehydrogenase accessory protein FdhD (NCBI ptt file)	b3895	fdhD
139	118747	119961	+	199305		SO_0108	SO0108	hypothetical transporter component (NCBI ptt file)	b1929	yedE
139	119961	120194	+	199306		SO_0109	SO0109	conserved hypothetical protein (NCBI ptt file)	b1930	yedF
139	120287	121630	-	199307		SO_0110	SO0110	hypothetical protease (NCBI ptt file)		
139	121746	122360	-	199308		SO_0111	SO0111	hypothetical protein (NCBI ptt file)		
139	122642	123265	+	199309		SO_0112	SO0112	conserved hypothetical protein (NCBI ptt file)		
139	123266	124222	-	199310		SO_0113	SO0113	conserved hypothetical protein (NCBI ptt file)		
139	124394	125005	-	199311		SO_0114	SO0114	conserved hypothetical protein (NCBI ptt file)		
139	125325	126302	+	199312		SO_0115	SO0115	hypothetical protein (NCBI ptt file)		
139	126481	127458	+	199313		SO_0116	SO0116	hypothetical protein (NCBI ptt file)		
139	128107	128979	+	199315		SO_0118	SO0118	hypothetical protein (NCBI ptt file)		
139	129240	129632	+	199316		SO_0119	SO0119	conserved hypothetical protein (NCBI ptt file)	b3097	yqjC
139	129650	130228	-	199317		SO_0120	SO0120	hypothetical protein (NCBI ptt file)		
139	130527	131705	+	199318		SO_0121	SO0121	hypothetical Small-conductance mechanosensitive channel (NCBI ptt file)	b0577	ybdG
139	131702	132325	-	199319		SO_0122	SO0122	transporter, LysE family (NCBI ptt file)	b3824	rhtB
139	132352	132912	-	199320		SO_0123	SO0123	acyltransferase family protein (NCBI ptt file)		
139	133124	133489	+	199322		SO_0125	SO0125	conserved hypothetical protein (NCBI ptt file)		
139	133511	134311	-	199323		SO_0126	SO0126	conserved hypothetical protein (NCBI ptt file)		
139	134374	135888	-	199324		SO_0127	SO0127	hypothetical protein (NCBI ptt file)		
139	135995	136195	-	199325		SO_0128	SO0128	hypothetical protein (NCBI ptt file)		
139	136310	136903	+	199326		SO_0129	SO0129	conserved hypothetical protein TIGR00427 (NCBI ptt file)	b3434	yhgN
139	137207	140014	+	199327		SO_0130	SO0130	protease, putative (NCBI ptt file)		
139	140071	140640	-	199328		SO_0131	SO0131	hypothetical chorismate pyruvate lyase (NCBI ptt file)	b4039	ubiC
139	140742	141152	+	199329		SO_0132	SO0132	flagellar protein FliL, putative (NCBI ptt file)		
139	141383	142309	+	199331		SO_0134	SO0134	putative SAM-dependent methyltransferase (RefSeq)	b0807	rlmF
139	142352	142642	-	199332		SO_0135	SO0135	hemolysin protein, putative (NCBI ptt file)	b1793	yoaF
139	142669	143331	-	199333		SO_0136	SO0136	hypothetical protein (NCBI ptt file)		
139	143381	144142	-	199334	moeB	SO_0137	SO0137	molybdopterin biosynthesis MoeB protein (NCBI ptt file)	b0826	moeB
139	144154	145407	-	199335	moeA	SO_0138	SO0138	molybdopterin biosynthesis MoeA protein (NCBI ptt file)	b0827	moeA
139	145712	146248	+	199336	ftn	SO_0139	SO0139	ferritin (NCBI ptt file)	b1905	ftnA
139	146434	146529	+	199337		SO_0140	SO0140	hypothetical protein (NCBI ptt file)		
139	146606	149839	-	199338		SO_0141	SO0141	sensory box protein (NCBI ptt file)		
139	150203	150856	-	199339	ribB	SO_0142	SO0142	3,4-dihydroxy-2-butanone 4-phosphate synthase (NCBI ptt file)	b3041	ribB
139	151552	153654	+	199341	ptrB	SO_0144	SO0144	protease II (NCBI ptt file)	b1845	ptrB
139	153677	154045	+	199342		SO_0145	SO0145	hypothetical URI domain endonuclease (NCBI ptt file)		
139	154156	155370	-	199343		SO_0146	SO0146	ISSod3, transposase (NCBI ptt file)		
139	155715	156200	+	199344		SO_0147	SO0147	hypothetical protein (NCBI ptt file)		
139	156320	157000	+	199345		SO_0148	SO0148	hypothetical protein (NCBI ptt file)		
139	158400	159176	-	199347		SO_0150	SO0150	lipoprotein, putative (NCBI ptt file)		
139	159448	160215	+	199348		SO_0151	SO0151	hypothetical SAM-dependent methyltransferase (NCBI ptt file)		
139	160241	162124	-	199349		SO_0152	SO0152	hypothetical carboxypeptidase (NCBI ptt file)		
139	162366	163490	-	199351		SO_0154	SO0154	conserved hypothetical protein (NCBI ptt file)		
139	164022	165260	-	199354		SO_0157	SO0157	proton/glutamate symporter (NCBI ptt file)		
139	165737	166093	+	199356		SO_0159	SO0159	hypothetical protein (NCBI ptt file)		
139	166258	167817	-	199357		SO_0160	SO0160	transporter, putative (NCBI ptt file)	b1336	abgT
139	168071	169612	-	199359	pckA	SO_0162	SO0162	phosphoenolpyruvate carboxykinase (ATP) (NCBI ptt file)	b3403	pck
139	169814	170674	-	199360	hslO	SO_0163	SO0163	chaperonin HslO (NCBI ptt file)	b3401	hslO
139	170700	171098	-	199361	hslR	SO_0164	SO0164	heat shock protein 15 (NCBI ptt file)	b3400	hslR
139	171350	172276	+	199362	gspC	SO_0165	SO0165	general secretion pathway protein C (NCBI ptt file)	b2970	yghF
139	172301	174415	+	199363	gspD	SO_0166	SO0166	general secretion pathway protein D (NCBI ptt file)	b3325	gspD
139	174412	175977	+	199364	gspE	SO_0167	SO0167	general secretion pathway protein E (NCBI ptt file)	b3326	gspE
139	175981	177204	+	199365	gspF	SO_0168	SO0168	general secretion pathway protein F (NCBI ptt file)	b3327	gspF
139	177279	177713	+	199366	gspG	SO_0169	SO0169	general secretion pathway protein G (NCBI ptt file)	b3328	gspG
139	177715	178287	+	199367	gspH	SO_0170	SO0170	general secretion pathway protein H (NCBI ptt file)	b3329	gspH
139	178274	178642	+	199368	gspI	SO_0171	SO0171	general secretion pathway protein I (NCBI ptt file)	b3330	gspI
139	178623	179390	+	199369	gspJ	SO_0172	SO0172	general secretion pathway protein J (NCBI ptt file)	b3331	gspJ
139	179387	180385	+	199370	gspK	SO_0173	SO0173	general secretion pathway protein K (NCBI ptt file)	b3332	gspK
139	180434	181621	+	199371	gspL	SO_0174	SO0174	general secretion pathway protein L (NCBI ptt file)	b3333	gspL
139	181623	182099	+	199372	gspM	SO_0175	SO0175	general secretion pathway protein M (NCBI ptt file)	b2968	yghD
139	182114	182875	+	199373	gspN	SO_0176	SO0176	general secretion pathway protein N (NCBI ptt file)		
139	182935	183597	-	199374		SO_0177	SO0177	HAD-superfamily hydrolase, subfamily IA, variant 3 protein family (NCBI ptt file)	b3399	yrfG
139	183749	184327	+	199376		SO_0179	SO0179	conserved hypothetical protein (NCBI ptt file)		
139	184305	186314	+	199377		SO_0180	SO0180	hypothetical protein (NCBI ptt file)		
139	186395	187441	+	199378		SO_0181	SO0181	hypothetical protein (NCBI ptt file)		
139	187553	187840	+	199379		SO_0182	SO0182	hypothetical protein (NCBI ptt file)		
139	187837	188319	-	199380		SO_0183	SO0183	acetyltransferase, GNAT family (NCBI ptt file)		
139	188405	188956	+	199381		SO_0184	SO0184	hypothetical microcystin dependent protein (NCBI ptt file)		
139	188996	189526	+	199382		SO_0185	SO0185	hypothetical microcystin dependent protein (NCBI ptt file)		
139	189555	190100	+	199383		SO_0186	SO0186	hypothetical microcystin dependent protein (NCBI ptt file)		
139	190156	191379	+	199384		SO_0187	SO0187	serine protease, subtilase family (NCBI ptt file)		
139	191382	192473	+	199385		SO_0188	SO0188	hypothetical protein (NCBI ptt file)		
139	192488	200056	+	199386		SO_0189	SO0189	fibronectin type III domain protein (NCBI ptt file)		
139	200294	200845	+	199387		SO_0190	SO0190	MutT/nudix family protein (NCBI ptt file)	b3397	nudE
139	200915	201727	+	199388	cysQ-1	SO_0191	SO0191	cysQ protein (NCBI ptt file)		
139	201735	202178	+	199389		SO_0192	SO0192	acetyltransferase, GNAT family (NCBI ptt file)		
139	202414	203025	+	199390		SO_0193	SO0193	transcriptional regulator, TetR family (NCBI ptt file)		
139	203016	204878	+	199391		SO_0194	SO0194	acyltransferase family protein (NCBI ptt file)		
139	204956	206086	-	199392	ybbB	SO_0195	SO0195	ybbB protein (NCBI ptt file)	b0503	ybbB
139	206086	207144	-	199393	selD	SO_0196	SO0196	selenide, water dikinase (NCBI ptt file)	b1764	selD
139	207241	208347	-	199394		SO_0197	SO0197	fatty acid desaturase, family 1 (NCBI ptt file)		
139	208491	209105	+	199395		SO_0198	SO0198	transcriptional regulator, TetR family (NCBI ptt file)	b3963	fabR
139	210808	211326	+	199398		SO_0202	SO0202	conserved hypothetical protein (NCBI ptt file)		
139	211373	212089	+	199399		SO_0203	SO0203	hypothetical protein (NCBI ptt file)		
139	212225	212884	+	199400		SO_0204	SO0204	hypothetical protein (NCBI ptt file)		
139	213168	213560	+	199401		SO_0205	SO0205	hypothetical protein (NCBI ptt file)		
139	213570	214670	-	199402	trmA	SO_0206	SO0206	tRNA (uracil-5-)-methyltransferase (NCBI ptt file)	b3965	trmA
139	215641	216105	-	199404		SO_0208	SO0208	RNA-binding protein (NCBI ptt file)		
139	222921	223361	-	199406		SO_0211	SO0211	ISSod10, transposase OrfA (NCBI ptt file)		
139	223639	224664	+	199408	murB	SO_0213	SO0213	UDP-N-acetylenolpyruvoylglucosamine reductase (NCBI ptt file)	b3972	murB
139	224657	225616	+	199409	birA	SO_0214	SO0214	birA bifunctional protein (NCBI ptt file)	b3973	birA
139	225619	226569	-	199410	panK	SO_0215	SO0215	pantothenate kinase (NCBI ptt file)	b3974	coaA
139	226682	226813	+	199411		SO_0216	SO0216	hypothetical protein (NCBI ptt file)		
139	227280	228464	+	199412	tufB	SO_0217	SO0217	translation elongation factor Tu (NCBI ptt file)		
139	228741	229112	+	199413	secE	SO_0218	SO0218	preprotein translocase, SecE subunit (NCBI ptt file)	b3981	secE
139	229122	229673	+	199414	nusG	SO_0219	SO0219	transcription antitermination protein NusG (NCBI ptt file)	b3982	nusG
139	229801	230229	+	199415	rplK	SO_0220	SO0220	ribosomal protein L11 (NCBI ptt file)	b3983	rplK
139	230234	230935	+	199416	rplA	SO_0221	SO0221	ribosomal protein L1 (NCBI ptt file)	b3984	rplA
139	231201	231701	+	199417	rplJ	SO_0222	SO0222	ribosomal protein L10 (NCBI ptt file)	b3985	rplJ
139	231756	232124	+	199418	rplL	SO_0223	SO0223	ribosomal protein L7/L12 (NCBI ptt file)	b3986	rplL
139	232367	236404	+	199419	rpoB	SO_0224	SO0224	DNA-directed RNA polymerase, beta subunit (NCBI ptt file)	b3987	rpoB
139	236488	240705	+	199420	rpoC	SO_0225	SO0225	DNA-directed RNA polymerase, beta' subunit (NCBI ptt file)	b3988	rpoC
139	240885	241259	+	199421	rpsL	SO_0226	SO0226	ribosomal protein S12 (NCBI ptt file)	b3342	rpsL
139	241340	241810	+	199422	rpsG	SO_0227	SO0227	ribosomal protein S7 (NCBI ptt file)	b3341	rpsG
139	241889	243985	+	199423	fusA-1	SO_0228	SO0228	translation elongation factor G (NCBI ptt file)	b3340	fusA
139	244057	245241	+	199424	tufA	SO_0229	SO0229	translation elongation factor Tu (NCBI ptt file)	b3980	tufB
139	245573	245884	+	199425	rpsJ	SO_0230	SO0230	ribosomal protein S10 (NCBI ptt file)	b3321	rpsJ
139	245912	246550	+	199426	rplC	SO_0231	SO0231	ribosomal protein L3 (NCBI ptt file)	b3320	rplC
139	246568	247173	+	199427	rplD	SO_0232	SO0232	ribosomal protein L4 (NCBI ptt file)	b3319	rplD
139	247170	247475	+	199428	rplW	SO_0233	SO0233	ribosomal protein L23 (NCBI ptt file)	b3318	rplW
139	247492	248316	+	199429	rplB	SO_0234	SO0234	ribosomal protein L2 (NCBI ptt file)	b3317	rplB
139	248331	248609	+	199430	rpsS	SO_0235	SO0235	ribosomal protein S19 (NCBI ptt file)	b3316	rpsS
139	248625	248957	+	199431	rplV	SO_0236	SO0236	ribosomal protein L22 (NCBI ptt file)	b3315	rplV
139	248967	249659	+	199432	rpsC	SO_0237	SO0237	ribosomal protein S3 (NCBI ptt file)	b3314	rpsC
139	249671	250081	+	199433	rplP	SO_0238	SO0238	ribosomal protein L16 (NCBI ptt file)	b3313	rplP
139	250081	250272	+	199434	rpmC	SO_0239	SO0239	ribosomal protein L29 (NCBI ptt file)	b3312	rpmC
139	250272	250520	+	199435	rpsQ	SO_0240	SO0240	ribosomal protein S17 (NCBI ptt file)	b3311	rpsQ
139	250698	251066	+	199436	rplN	SO_0241	SO0241	ribosomal protein L14 (NCBI ptt file)	b3310	rplN
139	251078	251392	+	199437	rplX	SO_0242	SO0242	ribosomal protein L24 (NCBI ptt file)	b3309	rplX
139	251405	251944	+	199438	rplE	SO_0243	SO0243	ribosomal protein L5 (NCBI ptt file)	b3308	rplE
139	251955	252260	+	199439	rpsN	SO_0244	SO0244	ribosomal protein S14 (NCBI ptt file)	b3307	rpsN
139	252285	252677	+	199440	rpsH	SO_0245	SO0245	ribosomal protein S8 (NCBI ptt file)	b3306	rpsH
139	252688	253221	+	199441	rplF	SO_0246	SO0246	ribosomal protein L6 (NCBI ptt file)	b3305	rplF
139	253232	253582	+	199442	rplR	SO_0247	SO0247	ribosomal protein L18 (NCBI ptt file)	b3304	rplR
139	253595	254098	+	199443	rpsE	SO_0248	SO0248	ribosomal protein S5 (NCBI ptt file)	b3303	rpsE
139	254105	254287	+	199444	rpmD	SO_0249	SO0249	ribosomal protein L30 (NCBI ptt file)	b3302	rpmD
139	254291	254725	+	199445	rplO	SO_0250	SO0250	ribosomal protein L15 (NCBI ptt file)	b3301	rplO
139	254733	256073	+	199446	secY	SO_0251	SO0251	preprotein translocase, SecY subunit (NCBI ptt file)	b3300	secY
139	256095	256208	+	199447	rpmJ	SO_0252	SO0252	ribosomal protein L36 (NCBI ptt file)	b3299	rpmJ
139	256323	256679	+	199448	rpsM	SO_0253	SO0253	ribosomal protein S13 (NCBI ptt file)	b3298	rpsM
139	256694	257086	+	199449	rpsK	SO_0254	SO0254	ribosomal protein S11 (NCBI ptt file)	b3297	rpsK
139	257118	257738	+	199450	rpsD	SO_0255	SO0255	ribosomal protein S4 (NCBI ptt file)	b3296	rpsD
139	257763	258752	+	199451	rpoA	SO_0256	SO0256	DNA-directed RNA polymerase, alpha subunit (NCBI ptt file)	b3295	rpoA
139	258793	259188	+	199452	rplQ	SO_0257	SO0257	ribosomal protein L17 (NCBI ptt file)	b3294	rplQ
139	259537	259692	+	199453		SO_0258	SO0258	hypothetical protein (NCBI ptt file)		
139	260541	261026	-	199454	ccmE	SO_0259	SO0259	cytochrome c biogenesis protein CcmE (NCBI ptt file)	b2197	ccmE
139	261023	261223	-	199455	ccmD	SO_0260	SO0260	heme exporter protein CcmD (NCBI ptt file)	b2198	ccmD
139	261223	261969	-	199456	ccmC	SO_0261	SO0261	heme exporter protein CcmC (NCBI ptt file)	b2199	ccmC
139	261971	262657	-	199457	ccmB	SO_0262	SO0262	heme exporter protein CcmB (NCBI ptt file)	b2200	ccmB
139	262669	263319	-	199458	ccmA	SO_0263	SO0263	heme exporter protein CcmA (NCBI ptt file)	b2201	ccmA
139	263645	263944	+	199459	scyA	SO_0264	SO0264	cytochrome c (NCBI ptt file)		
139	264025	265272	-	199460		SO_0265	SO0265	conserved hypothetical protein (NCBI ptt file)		
139	265671	267650	+	199461	ccmF-1	SO_0266	SO0266	cytochrome c-type biogenesis protein CcmF (NCBI ptt file)	b2196	ccmF
139	267662	268216	+	199462	dsbE	SO_0267	SO0267	thiol:disulfide interchange protein DsbE (NCBI ptt file)	b2195	ccmG
139	268213	268692	+	199463	ccmH	SO_0268	SO0268	cytochrome c-type biogenesis protein CcmH (NCBI ptt file)		
139	268689	269273	+	199464		SO_0269	SO0269	thioredoxin, putative (NCBI ptt file)		
139	275264	276538	+	199467	cinA	SO_0272	SO0272	competence/damage-inducible protein CinA (NCBI ptt file)		
139	276635	277180	-	199468		SO_0273	SO0273	conserved hypothetical protein (NCBI ptt file)	b1063	yceB
139	277180	279825	-	199469	ppc	SO_0274	SO0274	phosphoenolpyruvate carboxylase (NCBI ptt file)	b3956	ppc
139	280524	281504	+	199470	argC	SO_0275	SO0275	N-acetyl-gamma-glutamyl-phosphate reductase (NCBI ptt file)	b3958	argC
139	281536	282318	+	199471	argB	SO_0276	SO0276	acetylglutamate kinase (NCBI ptt file)	b3959	argB
139	282331	283236	+	199472	argF	SO_0277	SO0277	ornithine carbamoyltransferase (NCBI ptt file)	b4254	argI
139	283296	284519	+	199473	argG	SO_0278	SO0278	argininosuccinate synthase (NCBI ptt file)	b3172	argG
139	284611	285978	+	199474	argH	SO_0279	SO0279	argininosuccinate lyase (NCBI ptt file)	b3960	argH
139	286053	288572	-	199475	mrcA	SO_0280	SO0280	penicillin-binding protein 1A (NCBI ptt file)	b3396	mrcA
139	288762	289841	+	199476		SO_0281	SO0281	type IV pilus biogenesis protein PilM (NCBI ptt file)		
